"Latitude (decimal degrees):	53.434",,,,,,
"Longitude (decimal degrees):	-9.060",,,,,,
"Elevation (m):	18",,,,,,
"Radiation database:	PVGIS-SARAH3",,,,,,
,,,,,,
,,,,,,
Slope: 30 deg. ,,,,,,
Azimuth: 0 deg. ,,,,,,
"Nominal power of the PV system (c-Si) (kWp):	7.9",,,,,,
"System losses (%):	14.0",,,,,,
time,P,G(i),H_sun,T2m,WS10m,Int
20240926:1711,360.52,70.84,10.21,13.22,4.83,0
20240926:1811,0,0.91,1.43,12.68,4.41,0
20240926:1911,0,0,0,11.67,3.86,0
20240926:2011,0,0,0,11.4,4,0
20240926:2111,0,0,0,11.05,3.86,0
20240926:2211,0,0,0,11.13,3.93,0
20240926:2311,0,0,0,11.35,4,0
20240927:0011,0,0,0,11.67,4.14,0
20240927:0111,0,0,0,11.78,4.14,0
20240927:0211,0,0,0,11.9,4.41,0
20240927:0311,0,0,0,11.76,4.48,0
20240927:0411,0,0,0,11.52,4.48,0
20240927:0511,0,0,0,11.62,4.48,0
20240927:0611,0,0,0,11.73,4.41,0
20240927:0711,122.13,32.85,5.35,12.09,4.28,0
20240927:0811,90.68,25.54,13.92,11.77,4.07,0
20240927:0911,320.76,63.38,21.72,11.71,3.79,0
20240927:1011,482.01,87.98,28.22,11.87,3.45,0
20240927:1111,513.3,92.71,32.81,11.93,3.17,0
20240927:1211,595.27,105,34.93,12.19,3.24,0
20240927:1311,807.29,136.22,34.24,12,2.62,0
20240927:1411,672.25,116.36,30.86,11.83,2.28,0
20240927:1511,653.24,113.52,25.27,11.66,2,0
20240927:1611,438.29,81.35,18.07,11.4,2,0
20240927:1711,276.25,56.76,9.84,11.15,2.28,0
20240927:1811,0,0,0,10.9,2.48,0
20240927:1911,0,0,0,10.49,2.97,0
20240927:2011,0,0,0,10.21,2.97,0
20240927:2111,0,0,0,10.04,2.83,0
20240927:2211,0,0,0,9.88,2.76,0
20240927:2311,0,0,0,9.8,2.83,0
20240928:0011,0,0,0,9.62,3.03,0
20240928:0111,0,0,0,9.3,3.1,0
20240928:0211,0,0,0,9.15,3.17,0
20240928:0311,0,0,0,9.11,3.1,0
20240928:0411,0,0,0,9.09,3.03,0
20240928:0511,0,0,0,9.11,3.03,0
20240928:0611,0,0,0,9.37,3.17,0
20240928:0711,51.64,17.97,5.09,9.68,3.1,0
20240928:0811,930.6,154.72,13.65,9.98,3.38,0
20240928:0911,1742.72,268.33,21.42,10.38,3.59,0
20240928:1011,1413.32,221.79,27.89,10.54,3.52,0
20240928:1111,4563.58,686.08,32.45,11.06,3.93,0
20240928:1211,5352.65,811,34.54,11.62,4.28,0
20240928:1311,2499.08,379.62,33.84,12.43,4.41,0
20240928:1411,779.8,132.44,30.47,12.97,4.28,0
20240928:1511,1814.63,281.11,24.88,12.96,4.14,0
20240928:1611,1805.28,281.92,17.7,12.81,3.93,0
20240928:1711,693.08,126.22,9.47,12.44,3.38,0
20240928:1811,0,0,0,11.86,3.1,0
20240928:1911,0,0,0,10.97,2.97,0
20240928:2011,0,0,0,10.49,2.76,0
20240928:2111,0,0,0,9.85,2.62,0
20240928:2211,0,0,0,9.58,2.55,0
20240928:2311,0,0,0,9.29,2.62,0
20240929:0011,0,0,0,9.15,2.55,0
20240929:0111,0,0,0,8.98,2.55,0
20240929:0211,0,0,0,8.88,2.55,0
20240929:0311,0,0,0,8.81,2.62,0
20240929:0411,0,0,0,8.81,2.55,0
20240929:0511,0,0,0,8.57,2.41,0
20240929:0611,0,0,0,8.33,2.41,0
20240929:0711,115.24,31.49,4.82,8.67,2.48,0
20240929:0811,1404.53,226.5,13.37,9.81,2.14,0
20240929:0911,2804.31,426.88,21.12,11.34,2.21,0
20240929:1011,2105.85,324.45,27.56,12.75,2.69,0
20240929:1111,1772.97,277.83,32.09,14.06,3.24,0
20240929:1211,1198.22,195.6,34.16,14.89,2.48,0
20240929:1311,1871.65,295.8,33.45,15.26,1.66,0
20240929:1411,3214.02,500.12,30.07,15.43,1.45,0
20240929:1511,2892.7,448.63,24.5,15.49,1.86,0
20240929:1611,783.45,134.61,17.32,15.08,2,0
20240929:1711,499.59,95.32,9.11,14.39,2.14,0
20240929:1811,0,0,0,13.27,2,0
20240929:1911,0,0,0,12.25,2,0
20240929:2011,0,0,0,11.61,2.28,0
20240929:2111,0,0,0,11.18,2.55,0
20240929:2211,0,0,0,11.2,3.1,0
20240929:2311,0,0,0,11.37,3.79,0
20240930:0011,0,0,0,11.61,4.48,0
20240930:0111,0,0,0,11.83,5.03,0
20240930:0211,0,0,0,12.09,5.59,0
20240930:0311,0,0,0,12.42,6.07,0
20240930:0411,0,0,0,12.66,6.62,0
20240930:0511,0,0,0,13.24,7.1,0
20240930:0611,0,0,0,13.8,7.66,0
20240930:0711,5.78,7.57,4.56,14.58,8.48,0
20240930:0811,130.84,33.11,13.09,15.62,8.34,0
20240930:0911,243.3,52.03,20.82,16.13,8.21,0
20240930:1011,594,105.95,27.23,15.72,8.76,0
20240930:1111,1200.99,194.65,31.73,15.01,6.48,0
20240930:1211,4119.03,623.74,33.77,15.55,6.14,0
20240930:1311,4288.68,649.38,33.05,15.71,6.34,0
20240930:1411,2845.26,432.18,29.67,15.64,6.76,0
20240930:1511,1003.07,165.49,24.11,14.78,6.62,0
20240930:1611,840.55,141.79,16.94,14.19,6.34,0
20240930:1711,340.48,68.52,8.74,13.54,6.55,0
20240930:1811,0,0,0,12.73,5.72,0
20240930:1911,0,0,0,12.69,5.93,0
20240930:2011,0,0,0,12.42,4.76,0
20240930:2111,0,0,0,11.71,4.55,0
20240930:2211,0,0,0,11.56,4.62,0
20240930:2311,0,0,0,11.39,4.34,0
20241001:0011,0,0,0,11.46,4.41,0
20241001:0111,0,0,0,11.55,4.48,0
20241001:0211,0,0,0,11.52,4.62,0
20241001:0311,0,0,0,11.44,4.83,0
20241001:0411,0,0,0,11.54,5.03,0
20241001:0511,0,0,0,11.68,4.97,0
20241001:0611,0,0,0,11.71,4.76,0
20241001:0711,0.08,5.68,4.29,11.96,4.55,0
20241001:0811,535,96.56,12.81,12.26,4.41,0
20241001:0911,3105.35,470.06,20.52,13.01,4.48,0
20241001:1011,4223.02,635.81,26.9,13.63,5.1,0
20241001:1111,5058.82,766.88,31.37,14.47,5.59,0
20241001:1211,5252.15,800.61,33.39,14.98,5.52,0
20241001:1311,5147.52,783.66,32.65,15.22,5.72,0
20241001:1411,4695.37,708.27,29.28,14.8,6.28,0
20241001:1511,3267.16,492.43,23.72,14.54,6.34,0
20241001:1611,1301.97,209.2,16.57,14.03,5.59,0
20241001:1711,634.87,118.8,8.37,13.59,4.97,0
20241001:1811,0,0,0,13.13,4.21,0
20241001:1911,0,0,0,12.72,3.72,0
20241001:2011,0,0,0,12.45,3.45,0
20241001:2111,0,0,0,12.29,3.17,0
20241001:2211,0,0,0,12.13,2.97,0
20241001:2311,0,0,0,11.94,2.69,0
20241002:0011,0,0,0,11.97,2.48,0
20241002:0111,0,0,0,11.68,2.28,0
20241002:0211,0,0,0,11.45,2.14,0
20241002:0311,0,0,0,11.05,2.14,0
20241002:0411,0,0,0,10.72,2.14,0
20241002:0511,0,0,0,10.65,2.07,0
20241002:0611,0,0,0,10.26,1.93,0
20241002:0711,132.5,38.02,4.02,10.19,1.86,0
20241002:0811,1625.66,262.7,12.53,10.73,1.66,0
20241002:0911,3008.57,462.48,20.21,12.86,1.79,0
20241002:1011,2612.97,401.71,26.57,14.3,2.55,0
20241002:1111,3146.38,483.15,31.01,15.17,3.03,0
20241002:1211,1022.39,170.23,33,15.67,2.69,0
20241002:1311,1265.3,206.16,32.26,15.92,2.69,0
20241002:1411,754.78,130.55,28.89,15.83,2.97,0
20241002:1511,749.71,129.6,23.34,15.57,2.69,0
20241002:1611,933.37,156.98,16.19,15.2,2.34,0
20241002:1711,268.88,57.36,8.01,14.73,2.28,0
20241002:1811,0,0,0,13.83,1.86,0
20241002:1911,0,0,0,12.89,1.66,0
20241002:2011,0,0,0,12.08,1.72,0
20241002:2111,0,0,0,11.29,1.86,0
20241002:2211,0,0,0,11.09,2,0
20241002:2311,0,0,0,11.16,2.21,0
20241003:0011,0,0,0,11.29,2.34,0
20241003:0111,0,0,0,11.51,2.48,0
20241003:0211,0,0,0,11.69,2.69,0
20241003:0311,0,0,0,11.77,2.9,0
20241003:0411,0,0,0,11.9,3.24,0
20241003:0511,0,0,0,12.08,3.66,0
20241003:0611,0,0,0,12.22,4.21,0
20241003:0711,12.75,9.46,3.76,12.23,4.76,0
20241003:0811,295.65,59.73,12.25,12.64,4.9,0
20241003:0911,543.07,97.46,19.91,13.2,5.17,0
20241003:1011,855.44,143.79,26.24,13.94,5.52,0
20241003:1111,595.9,105.95,30.65,14.63,5.45,0
20241003:1211,388.4,74.73,32.62,15.34,6.9,0
20241003:1311,730.94,126.76,31.86,16.37,7.03,0
20241003:1411,887.52,150.39,28.49,17.06,6.34,0
20241003:1511,670.43,118.26,22.95,17.35,6.21,0
20241003:1611,288.29,59.6,15.82,17.47,6.48,0
20241003:1711,8.79,8.51,7.64,17.17,6.48,0
20241003:1811,0,0,0,16.8,6.55,0
20241003:1911,0,0,0,16.8,6.83,0
20241003:2011,0,0,0,16.56,6.76,0
20241003:2111,0,0,0,16.45,6.83,0
20241003:2211,0,0,0,16.48,7.03,0
20241003:2311,0,0,0,16.52,7.38,0
20241004:0011,0,0,0,16.47,7.52,0
20241004:0111,0,0,0,16.36,7.31,0
20241004:0211,0,0,0,16,6.69,0
20241004:0311,0,0,0,15.81,5.59,0
20241004:0411,0,0,0,15.61,4.14,0
20241004:0511,0,0,0,15.27,2.62,0
20241004:0611,0,0,0,14.96,1.72,0
20241004:0711,5.7,7.57,3.49,14.91,3.66,0
20241004:0811,578.32,104.54,11.96,14.55,3.45,0
20241004:0911,527.16,95.59,19.61,14.18,3.45,0
20241004:1011,717,123.92,25.91,13.81,2.55,0
20241004:1111,883.32,148.49,30.29,13.77,2.28,0
20241004:1211,895.59,150.41,32.24,13.83,2.28,0
20241004:1311,1501.71,239.04,31.47,13.77,1.86,0
20241004:1411,882.6,148.52,28.1,13.67,1.66,0
20241004:1511,602.95,106.9,22.57,13.22,1.24,0
20241004:1611,148.74,35.95,15.45,13.09,1.17,0
20241004:1711,395.6,79.8,7.28,12.97,1.17,0
20241004:1811,0,0,0,12.69,1.03,0
20241004:1911,0,0,0,13.79,4.69,0
20241004:2011,0,0,0,14.29,5.59,0
20241004:2111,0,0,0,14.41,6.14,0
20241004:2211,0,0,0,14.1,5.03,0
20241004:2311,0,0,0,13.33,3.86,0
20241005:0011,0,0,0,12.74,3.38,0
20241005:0111,0,0,0,12.37,3.24,0
20241005:0211,0,0,0,12.04,3.59,0
20241005:0311,0,0,0,11.61,3.59,0
20241005:0411,0,0,0,11.14,3.38,0
20241005:0511,0,0,0,10.83,3.24,0
20241005:0611,0,0,0,10.48,3.45,0
20241005:0711,112.23,34.93,3.22,10.66,4,0
20241005:0811,65.89,20.81,11.68,10.53,3.86,0
20241005:0911,416.43,77.57,19.3,10.36,4.41,0
20241005:1011,2151.47,325.98,25.57,11.07,4.69,0
20241005:1111,5390.19,807.02,29.93,11.26,5.38,0
20241005:1211,5357.01,804.75,31.85,11.81,5.38,0
20241005:1311,744.88,125.82,31.08,10.57,6.48,0
20241005:1411,4001.58,593.34,27.71,11.6,6.21,0
20241005:1511,111.43,29.33,22.19,12.34,6.28,0
20241005:1611,1612.51,253.29,15.08,12.34,5.66,0
20241005:1711,557.01,107.9,6.92,12.25,5.1,0
20241005:1811,0,0,0,11.94,4.69,0
20241005:1911,0,0,0,11.63,4.69,0
20241005:2011,0,0,0,11.6,4.76,0
20241005:2111,0,0,0,11.67,4.69,0
20241005:2211,0,0,0,12,4.9,0
20241005:2311,0,0,0,12.47,5.31,0
20241006:0011,0,0,0,12.9,5.59,0
20241006:0111,0,0,0,13.07,5.86,0
20241006:0211,0,0,0,12.96,5.72,0
20241006:0311,0,0,0,12.88,5.38,0
20241006:0411,0,0,0,12.73,5.38,0
20241006:0511,0,0,0,13.06,5.38,0
20241006:0611,0,0,0,12.98,5.38,0
20241006:0711,0,3.78,2.95,13.39,5.59,0
20241006:0811,176.77,40.68,11.4,13.53,5.59,0
20241006:0911,193.8,43.52,19,13.63,5.52,0
20241006:1011,662.43,115.41,25.24,13.75,5.66,0
20241006:1111,514.96,93.65,29.57,14.24,5.72,0
20241006:1211,754.78,129.6,31.47,14.74,5.31,0
20241006:1311,746.14,128.65,30.68,15.44,5.72,0
20241006:1411,749.31,128.65,27.32,14.77,6.76,0
20241006:1511,725.95,125.05,21.81,14.71,7.1,0
20241006:1611,153.81,36.89,14.71,14.17,7.1,0
20241006:1711,162.68,39.08,6.56,13.93,6.34,0
20241006:1811,0,0,0,13.62,6.28,0
20241006:1911,0,0,0,13.54,7.03,0
20241006:2011,0,0,0,13.47,7.03,0
20241006:2111,0,0,0,13.38,7.1,0
20241006:2211,0,0,0,13.53,6.97,0
20241006:2311,0,0,0,13.6,7.31,0
20241007:0011,0,0,0,13.53,7.38,0
20241007:0111,0,0,0,13.44,7.31,0
20241007:0211,0,0,0,12.61,6.69,0
20241007:0311,0,0,0,12.17,5.79,0
20241007:0411,0,0,0,11.91,4.48,0
20241007:0511,0,0,0,11.64,4.21,0
20241007:0611,0,0,0,11.25,4.41,0
20241007:0711,9.35,8.51,2.68,10.88,4.76,0
20241007:0811,1609.42,259.59,11.11,10.8,4.34,0
20241007:0911,3160.4,476.62,18.69,11.7,4.07,0
20241007:1011,4531.74,676.47,24.91,12.34,5.72,0
20241007:1111,3223.92,481.65,29.21,12.74,6.48,0
20241007:1211,2678.07,403.94,31.09,13.08,6.21,0
20241007:1311,5437.16,817.63,30.29,13.05,6.21,0
20241007:1411,3991.92,592.53,26.93,12.35,6.83,0
20241007:1511,3646.61,545.8,21.43,12.64,5.52,0
20241007:1611,2143.07,332.99,14.35,12.65,4.83,0
20241007:1711,539.27,106,6.21,11.67,4.62,0
20241007:1811,0,0,0,11.31,3.59,0
20241007:1911,0,0,0,11.18,3.17,0
20241007:2011,0,0,0,10.83,2.9,0
20241007:2111,0,0,0,10.53,2.76,0
20241007:2211,0,0,0,10.14,2.55,0
20241007:2311,0,0,0,9.79,2.41,0
20241008:0011,0,0,0,9.41,2.34,0
20241008:0111,0,0,0,9.35,2.21,0
20241008:0211,0,0,0,8.98,2.14,0
20241008:0311,0,0,0,8.76,2.07,0
20241008:0411,0,0,0,8.75,2,0
20241008:0511,0,0,0,8.9,1.86,0
20241008:0611,0,0,0,8.9,1.86,0
20241008:0711,0.16,5.68,2.41,8.59,2.07,0
20241008:0811,1546.3,250.2,10.83,9.14,1.72,0
20241008:0911,1340.14,212.7,18.38,11.07,1.52,0
20241008:1011,2552.3,390.57,24.58,12.72,2.07,0
20241008:1111,3263.28,496.8,28.85,13.7,3.1,0
20241008:1211,1630.33,256.91,30.71,14.31,3.66,0
20241008:1311,1606.65,253.28,29.91,14.25,3.79,0
20241008:1411,1393.29,222.06,26.55,14.24,4,0
20241008:1511,1472.64,233.1,21.06,14.08,3.72,0
20241008:1611,846.25,143.22,13.98,13.64,3.03,0
20241008:1711,208.53,47.98,5.85,13.21,2.97,0
20241008:1811,0,0,0,12.53,3.03,0
20241008:1911,0,0,0,12.01,3.38,0
20241008:2011,0,0,0,11.71,3.93,0
20241008:2111,0,0,0,11.56,4.34,0
20241008:2211,0,0,0,11.37,4.76,0
20241008:2311,0,0,0,11.15,4.9,0
20241009:0011,0,0,0,11.03,5.1,0
20241009:0111,0,0,0,11.11,5.24,0
20241009:0211,0,0,0,11.08,5.38,0
20241009:0311,0,0,0,11.42,5.66,0
20241009:0411,0,0,0,11.83,5.79,0
20241009:0511,0,0,0,12.05,5.86,0
20241009:0611,0,0,0,12.33,5.93,0
20241009:0711,12.75,9.46,2.14,12.3,5.86,0
20241009:0811,20.35,11.35,10.54,12.59,6.14,0
20241009:0911,132.42,33.11,18.08,13.31,6.55,0
20241009:1011,360.52,70,24.24,13.87,6.69,0
20241009:1111,252.01,52.97,28.49,13.8,6.69,0
20241009:1211,828.27,140,30.33,14.26,6.41,0
20241009:1311,358.7,70,29.52,14.72,5.38,0
20241009:1411,458.09,85.14,26.16,14.15,3.93,0
20241009:1511,894.8,148.22,20.68,11.99,4.55,0
20241009:1611,2056.19,319,13.62,10.72,3.66,0
20241009:1711,299.85,64.79,5.5,10.42,3.1,0
20241009:1811,0,0,0,9.86,2.69,0
20241009:1911,0,0,0,9.34,2.28,0
20241009:2011,0,0,0,8.86,2.62,0
20241009:2111,0,0,0,8.69,2.76,0
20241009:2211,0,0,0,8.54,2.69,0
20241009:2311,0,0,0,8.42,2.69,0
20241010:0011,0,0,0,8.64,2.83,0
20241010:0111,0,0,0,8.83,3.1,0
20241010:0211,0,0,0,9.01,3.24,0
20241010:0311,0,0,0,9.19,3.24,0
20241010:0411,0,0,0,8.88,3.03,0
20241010:0511,0,0,0,8.42,2.69,0
20241010:0611,0,0,0,8.04,2.55,0
20241010:0711,3.09,6.62,1.87,7.93,2.62,0
20241010:0811,1254.61,204.69,10.26,8.38,2.48,0
20241010:0911,3038.27,460.63,17.77,10.15,2.07,0
20241010:1011,3808.17,577.18,23.91,11.85,2.55,0
20241010:1111,4828.59,731.69,28.13,12.61,4,0
20241010:1211,4077.69,616.99,29.95,12.89,3.79,0
20241010:1311,4055.36,613.51,29.13,13.14,3.93,0
20241010:1411,1883.69,291.4,25.78,13.03,3.52,0
20241010:1511,903.36,150.39,20.31,12.95,3.03,0
20241010:1611,1594.06,254.09,13.26,12.71,2.34,0
20241010:1711,9.27,8.51,5.15,12.17,1.79,0
20241010:1811,0,0,0,11.31,1.72,0
20241010:1911,0,0,0,10.02,1.86,0
20241010:2011,0,0,0,9.48,1.79,0
20241010:2111,0,0,0,8.91,1.86,0
20241010:2211,0,0,0,8.69,2,0
20241010:2311,0,0,0,8.53,2.07,0
20241011:0011,0,0,0,8.66,2.21,0
20241011:0111,0,0,0,8.86,2.28,0
20241011:0211,0,0,0,8.98,2.48,0
20241011:0311,0,0,0,9.19,2.62,0
20241011:0411,0,0,0,9.57,2.76,0
20241011:0511,0,0,0,9.86,3.03,0
20241011:0611,0,0,0,9.73,3.1,0
20241011:0711,0,4.73,1.6,10.17,3.59,0
20241011:0811,334.86,65.67,9.97,10.35,3.38,0
20241011:0911,1943.49,297.61,17.47,10.76,3.52,0
20241011:1011,2331.41,353.29,23.58,11.53,3.59,0
20241011:1111,0,0,0,12.35,4.14,0
20241011:1211,2290.86,349.22,29.58,13.13,4.9,0
20241011:1311,708.21,122.03,28.75,13.57,6.14,0
20241011:1411,845.62,142.17,25.4,13.62,5.38,0
20241011:1511,132.5,33.11,19.94,13.11,4.76,0
20241011:1611,46.17,17.03,12.91,12.33,4.28,0
20241011:1711,28.59,13.24,4.81,11.94,4.34,0
20241011:1811,0,0,0,11.64,4.62,0
20241011:1911,0,0,0,11.51,4.9,0
20241011:2011,0,0,0,11.48,5.17,0
20241011:2111,0,0,0,11.63,5.38,0
20241011:2211,0,0,0,11.92,5.52,0
20241011:2311,0,0,0,12.28,5.72,0
20241012:0011,0,0,0,12.58,5.66,0
20241012:0111,0,0,0,12.68,5.31,0
20241012:0211,0,0,0,12.86,4.34,0
20241012:0311,0,0,0,13.15,3.1,0
20241012:0411,0,0,0,13.38,2.62,0
20241012:0511,0,0,0,13.25,2.55,0
20241012:0611,0,0,0,12.86,2.41,0
20241012:0711,0,0.95,1.32,12.15,2.83,0
20241012:0811,177.96,40.68,9.69,11.95,2.41,0
20241012:0911,741.63,126.58,17.16,12.14,1.86,0
20241012:1011,757.39,129,23.25,12.43,2.69,0
20241012:1111,0,0,0,12.32,2.62,0
20241012:1211,1494.42,235.75,29.2,12.51,2.83,0
20241012:1311,1309.41,209.07,28.37,12.36,2.62,0
20241012:1411,1196.71,192.68,25.02,12.23,2.21,0
20241012:1511,1335.87,212.51,19.58,12.08,1.79,0
20241012:1611,328.36,64.75,12.55,11.99,1.79,0
20241012:1711,12.83,9.46,4.46,11.61,1.59,0
20241012:1811,0,0,0,11.03,1.38,0
20241012:1911,0,0,0,10.4,1.38,0
20241012:2011,0,0,0,9.65,1.52,0
20241012:2111,0,0,0,8.91,1.52,0
20241012:2211,0,0,0,8.37,1.59,0
20241012:2311,0,0,0,7.45,1.79,0
20241013:0011,0,0,0,6.85,1.86,0
20241013:0111,0,0,0,6.73,2,0
20241013:0211,0,0,0,7.42,2.07,0
20241013:0311,0,0,0,8.13,2.28,0
20241013:0411,0,0,0,8.3,2.41,0
20241013:0511,0,0,0,8.08,2.48,0
20241013:0611,0,0,0,7.84,2.55,0
20241013:0711,0,0,0,9.04,2.9,0
20241013:0811,1150.93,190.22,9.4,9.18,3.24,0
20241013:0911,1655.68,255.44,16.85,9.97,3.52,0
20241013:1011,1185.86,189.38,22.91,11.08,3.72,0
20241013:1111,469.74,86.08,27.06,11.77,3.72,0
20241013:1211,910.17,151.48,28.83,12.93,3.93,0
20241013:1311,1598.49,251.18,27.99,13.79,4,0
20241013:1411,2263.69,347.54,24.65,14.48,4.14,0
20241013:1511,2240.57,344.91,19.21,14.88,4.34,0
20241013:1611,1146.97,189.03,12.2,14.59,3.72,0
20241013:1711,41.34,16.08,4.12,13.55,3.31,0
20241013:1811,0,0,0,12.57,3.1,0
20241013:1911,0,0,0,11.86,2.9,0
20241013:2011,0,0,0,11.45,2.97,0
20241013:2111,0,0,0,11.3,3.17,0
20241013:2211,0,0,0,11.12,3.24,0
20241013:2311,0,0,0,11.16,3.38,0
20241014:0011,0,0,0,11.44,3.59,0
20241014:0111,0,0,0,11.65,3.52,0
20241014:0211,0,0,0,11.59,3.31,0
20241014:0311,0,0,0,11.47,3.1,0
20241014:0411,0,0,0,11.28,2.69,0
20241014:0511,0,0,0,10.96,2.41,0
20241014:0611,0,0,0,10.66,2.34,0
20241014:0711,0,0,0,10.36,3.1,0
20241014:0811,1249.7,206.61,9.12,10.26,3.1,0
20241014:0911,2877.97,434.76,16.54,10.5,3.1,0
20241014:1011,770.7,130.06,22.58,11.02,3.45,0
20241014:1111,4935.51,748.86,26.71,11.18,3.1,0
20241014:1211,4602.63,698.88,28.46,11.75,3.03,0
20241014:1311,4893.13,744.31,27.61,12.23,3.38,0
20241014:1411,4355.05,657.37,24.28,12.34,3.72,0
20241014:1511,3226.61,486.68,18.85,12.13,3.72,0
20241014:1611,1917.04,301.66,11.85,11.9,3.59,0
20241014:1711,150.72,39.49,3.78,11.31,3.24,0
20241014:1811,0,0,0,10.48,3.24,0
20241014:1911,0,0,0,10.37,3.79,0
20241014:2011,0,0,0,10.12,4.28,0
20241014:2111,0,0,0,9.81,4.62,0
20241014:2211,0,0,0,9.54,5.03,0
20241014:2311,0,0,0,9.44,5.24,0
20241015:0011,0,0,0,8.84,5.17,0
20241015:0111,0,0,0,8.79,4.97,0
20241015:0211,0,0,0,8.04,4.21,0
20241015:0311,0,0,0,7.82,3.66,0
20241015:0411,0,0,0,7.61,3.66,0
20241015:0511,0,0,0,7.64,3.72,0
20241015:0611,0,0,0,7.85,4.62,0
20241015:0711,0,0,0,8.49,5.79,0
20241015:0811,129.89,32.16,8.83,9.14,6.28,0
20241015:0911,113.34,29.33,16.24,9.23,6.28,0
20241015:1011,449.62,82.3,22.25,9.82,5.86,0
20241015:1111,2518.56,373.68,26.35,9.56,6.76,0
20241015:1211,305.08,60.54,28.09,10.23,5.79,0
20241015:1311,378.18,71.89,27.23,10.94,6.14,0
20241015:1411,4699.81,689.84,23.91,10.51,7.59,0
20241015:1511,1671.36,256.1,18.49,10.58,6.83,0
20241015:1611,118.48,30.27,11.51,9.8,6.9,0
20241015:1711,0.16,5.68,3.45,9.27,4.69,0
20241015:1811,0,0,0,8.58,3.59,0
20241015:1911,0,0,0,8.15,3.79,0
20241015:2011,0,0,0,7.67,3.52,0
20241015:2111,0,0,0,7.53,3.66,0
20241015:2211,0,0,0,7.42,3.72,0
20241015:2311,0,0,0,7.43,3.72,0
20241016:0011,0,0,0,7.73,4,0
20241016:0111,0,0,0,8.13,4.07,0
20241016:0211,0,0,0,8.27,3.79,0
20241016:0311,0,0,0,8.27,3.1,0
20241016:0411,0,0,0,7.82,2.41,0
20241016:0511,0,0,0,7.38,2.48,0
20241016:0611,0,0,0,7.19,1.79,0
20241016:0711,0,0,0,6.04,2.14,0
20241016:0811,368.28,70.1,8.54,6.05,1.86,0
20241016:0911,1212.16,191.05,15.93,7.35,1.66,0
20241016:1011,787.56,131.39,21.92,8.55,2,0
20241016:1111,628.14,108.79,26,9.55,2.48,0
20241016:1211,416.59,77.57,27.72,10,2.76,0
20241016:1311,398.06,74.73,26.86,9.93,3.24,0
20241016:1411,709.24,120.36,23.54,9.62,4,0
20241016:1511,210.2,45.41,18.14,9.04,4.97,0
20241016:1611,76.9,22.7,11.16,8.21,6.48,0
20241016:1711,54.17,19.24,3.11,8.26,7.38,0
20241016:1811,0,0,0,8.65,7.24,0
20241016:1911,0,0,0,10.7,4.9,0
20241016:2011,0,0,0,11.29,4.9,0
20241016:2111,0,0,0,11.02,5.45,0
20241016:2211,0,0,0,10.7,5.93,0
20241016:2311,0,0,0,10.7,6,0
20241017:0011,0,0,0,10.66,6.14,0
20241017:0111,0,0,0,10.76,6.48,0
20241017:0211,0,0,0,10.77,7.59,0
20241017:0311,0,0,0,10.87,7.86,0
20241017:0411,0,0,0,11.15,8.41,0
20241017:0511,0,0,0,10.88,8.97,0
20241017:0611,0,0,0,10.98,8.97,0
20241017:0711,0,0,0,11.1,9.52,0
20241017:0811,388.16,74.58,8.26,11.08,9.45,0
20241017:0911,670.35,115.13,15.63,11.48,7.93,0
20241017:1011,801.27,134.63,21.59,12.26,6.76,0
20241017:1111,3556.24,528.92,25.65,12.83,6.97,0
20241017:1211,2566.16,387.15,27.35,13.12,6.14,0
20241017:1311,4860.35,731.17,26.49,13.44,5.59,0
20241017:1411,3193.11,480.44,23.17,13.36,4.83,0
20241017:1511,1989.42,306.12,17.78,13.07,4,0
20241017:1611,524.38,95.1,10.82,12.56,3.03,0
20241017:1711,62.41,22.22,2.79,12.15,2.34,0
20241017:1811,0,0,0,11.32,1.86,0
20241017:1911,0,0,0,10.12,1.17,0
20241017:2011,0,0,0,10.01,0.76,0
20241017:2111,0,0,0,7.87,1.45,0
20241017:2211,0,0,0,7.47,1.72,0
20241017:2311,0,0,0,7.42,1.93,0
20241018:0011,0,0,0,7.76,2.14,0
20241018:0111,0,0,0,7.87,2.48,0
20241018:0211,0,0,0,7.8,2.55,0
20241018:0311,0,0,0,7.66,2.55,0
20241018:0411,0,0,0,7.54,2.55,0
20241018:0511,0,0,0,7.4,2.69,0
20241018:0611,0,0,0,7.38,2.9,0
20241018:0711,0,0,0,7.79,3.03,0
20241018:0811,339.29,66.35,7.97,8.33,3.24,0
20241018:0911,1007.66,163.24,15.32,9.84,3.1,0
20241018:1011,3079.14,462.95,21.26,11.69,3.45,0
20241018:1111,3912.72,590.75,25.3,13.36,4.07,0
20241018:1211,3787.42,573.11,26.99,14.66,4.83,0
20241018:1311,2342.82,359.04,26.12,15.49,5.79,0
20241018:1411,1962.58,304.3,22.81,15.76,5.52,0
20241018:1511,2431.44,374.3,17.43,15.75,4.55,0
20241018:1611,364.16,71.33,10.49,15.51,4.62,0
20241018:1711,12.51,9.46,2.46,14.74,4.9,0
20241018:1811,0,0,0,13.71,5.17,0
20241018:1911,0,0,0,13.03,5.59,0
20241018:2011,0,0,0,12.54,5.52,0
20241018:2111,0,0,0,12.3,5.59,0
20241018:2211,0,0,0,12.21,5.59,0
20241018:2311,0,0,0,12.33,5.59,0
20241019:0011,0,0,0,12.02,5.59,0
